currency,collection,product_url,reference,price,year,image_url,country,brand,name,availability,currency_code,price_GBP,price_EUR,price_USD,price_JPY
€,Radiomir,https://www.panerai.com/fr/fr/collections/watch-collection/radiomir/pam01382-radiomir-officine.html,PAM01382,5000,2025,https://www.panerai.com/content/dam/rcq/pan/Ku/v1/KD/o5/Rb/Gp/9m/Wf/ki/Al/cA/Kuv1KDo5RbGp9mWfkiAlcA.png,France,PANERAI,Radiomir Officine,Available,EUR,4190.0,5000.0,5398.500000000001,798783.5
€,Radiomir,https://www.panerai.com/fr/fr/collections/watch-collection/radiomir/pam01334-radiomir-tre-giorni.html,PAM01334,7200,2025,https://www.panerai.com/content/dam/rcq/pan/gF/8W/6q/zc/WU/WL/kh/SC/cT/uT/ww/gF8W6qzcWUWLkhSCcTuTww.png,France,PANERAI,Radiomir Tre Giorni,Available,EUR,6033.599999999999,7200.0,7773.840000000001,1150248.24
€,Radiomir,https://www.panerai.com/fr/fr/collections/watch-collection/radiomir/pam01335-radiomir-tre-giorni.html,PAM01335,7200,2025,https://www.panerai.com/content/dam/rcq/pan/7w/I2/13/Xb/BE/Ga/MS/Z8/Y5/UA/Uw/7wI213XbBEGaMSZ8Y5UAUw.png,France,PANERAI,Radiomir Tre Giorni,Available,EUR,6033.599999999999,7200.0,7773.840000000001,1150248.24
€,Radiomir,https://www.panerai.com/fr/fr/collections/watch-collection/radiomir/pam01350-radiomir-tre-giorni.html,PAM01350,7200,2025,https://www.panerai.com/content/dam/rcq/pan/mC/bG/Av/li/W0/6q/58/sB/Gm/l_/1w/mCbGAvliW06q58sBGml_1w.png,France,PANERAI,Radiomir Tre Giorni,Available,EUR,6033.599999999999,7200.0,7773.840000000001,1150248.24
€,Radiomir,https://www.panerai.com/fr/fr/collections/watch-collection/radiomir/pam01347-radiomir-otto-giorni.html,PAM01347,9900,2025,https://www.panerai.com/content/dam/rcq/pan/sq/bR/W6/SN/-E/CF/th/-B/Zw/5b/tA/sqbRW6SN-ECFth-BZw5btA.png,France,PANERAI,Radiomir Otto Giorni,Available,EUR,8296.199999999999,9900.0,10689.03,1581591.3299999998
€,Radiomir,https://www.panerai.com/fr/fr/collections/watch-collection/radiomir/pam01348-radiomir-otto-giorni.html,PAM01348,9900,2025,https://www.panerai.com/content/dam/rcq/pan/4-/XO/xe/EC/K0/KB/TY/Ck/p1/Pc/dA/4-XOxeECK0KBTYCkp1PcdA.png,France,PANERAI,Radiomir Otto Giorni,Available,EUR,8296.199999999999,9900.0,10689.03,1581591.3299999998
€,Radiomir,https://www.panerai.com/fr/fr/collections/watch-collection/radiomir/pam01349-radiomir-california.html,PAM01349,12500,2025,https://www.panerai.com/content/dam/rcq/pan/Or/cO/lA/rx/8k/-r/vp/Xi/gX/X4/Lg/OrcOlArx8k-rvpXigXX4Lg.png,France,PANERAI,Radiomir California,Available,EUR,10475.0,12500.0,13496.250000000002,1996958.75
€,Radiomir,https://www.panerai.com/fr/fr/collections/watch-collection/radiomir/pam01643-radiomir-8-giorni-eilean.html,PAM01643,49000,2025,https://www.panerai.com/content/dam/rcq/pan/eg/qU/d0/pZ/R9/Ww/SQ/tm/pW/lK/wg/egqUd0pZR9WwSQtmpWlKwg.png,France,PANERAI,Radiomir 8 Giorni Eilean,Out of Stock,EUR,41062.0,49000.0,52905.3,7828078.3
€,Radiomir,https://www.panerai.com/fr/fr/collections/watch-collection/radiomir/pam01284-radiomir-tourbillon-gmt-bronzo.html,PAM01284,170000,2025,https://www.panerai.com/content/dam/rcq/pan/9K/Y5/0m/Wz/80/ix/UJ/aO/96/Jt/RQ/9KY50mWz80ixUJaO96JtRQ.png,France,PANERAI,Radiomir Tourbillon GMT Bronzo,Out of Stock,EUR,142460.0,170000.0,183549.00000000003,27158639.0
€,Radiomir,https://www.panerai.com/fr/fr/collections/watch-collection/radiomir/pam00760-radiomir-bronzo.html,PAM00760,19000,2025,https://www.panerai.com/content/dam/rcq/pan/23/44/86/4/2344864.png,France,PANERAI,Radiomir Bronzo,Out of Stock,EUR,15922.0,19000.0,20514.300000000003,3035377.3
€,Radiomir,https://www.panerai.com/fr/fr/collections/watch-collection/radiomir/pam01026-radiomir-quaranta-goldtech.html,PAM01026,18500,2025,https://www.panerai.com/content/dam/rcq/pan/Y3/Ss/Mi/Bi/wk/-O/Lv/Y5/uN/5d/Kw/Y3SsMiBiwk-OLvY5uN5dKw.png,France,PANERAI,Radiomir Quaranta Goldtech™,Available,EUR,15503.0,18500.0,19974.45,2955498.9499999997
€,Radiomir,https://www.panerai.com/fr/fr/collections/watch-collection/radiomir/pam01437-radiomir-quaranta-yellow-gold.html,PAM01437,18500,2025,https://www.panerai.com/content/dam/rcq/pan/g5/cn/Xo/v8/vE/CP/Dz/ME/gY/Ge/cQ/g5cnXov8vECPDzMEgYGecQ.png,France,PANERAI,Radiomir Quaranta en or jaune,Available,EUR,15503.0,18500.0,19974.45,2955498.9499999997
€,Radiomir,https://www.panerai.com/fr/fr/collections/watch-collection/radiomir/pam01363-radiomir-annual-calendar-goldtech.html,PAM01363,40000,2025,https://www.panerai.com/content/dam/rcq/pan/0a/Da/kZ/iJ/KE/SO/mC/pE/wx/Oj/6Q/0aDakZiJKESOmCpEwxOj6Q.png,France,PANERAI,Radiomir Annual Calendar Goldtech™,Available,EUR,33520.0,40000.0,43188.00000000001,6390268.0
€,Radiomir,https://www.panerai.com/fr/fr/collections/watch-collection/radiomir/pam01364-radiomir-annual-calendar-platinumtech.html,PAM01364,59000,2025,https://www.panerai.com/content/dam/rcq/pan/nN/44/E4/4V/K0/OU/KX/iq/Yn/WM/tw/nN44E44VK0OUKXiqYnWMtw.png,France,PANERAI,Radiomir Annual Calendar Platinumtech™,Out of Stock,EUR,49442.0,59000.0,63702.3,9425645.299999999
€,Radiomir,https://www.panerai.com/fr/fr/collections/watch-collection/radiomir/pam01453-radiomir-perpetual-calendar-gmt-goldtech.html,PAM01453,50000,2025,https://www.panerai.com/content/dam/rcq/pan/My/We/PY/oA/Tp/Oa/kB/sg/ji/dh/iw/MyWePYoATpOakBsgjidhiw.png,France,PANERAI,Radiomir Perpetual Calendar GMT Goldtech™,Out of Stock,EUR,41900.0,50000.0,53985.00000000001,7987835.0
€,Luminor,https://www.panerai.com/fr/fr/collections/watch-collection/luminor/pam01623-luminor-base-logo.html,PAM01623,5700,2025,https://www.panerai.com/content/dam/rcq/pan/mc/zJ/or/Ov/Rc/aM/aT/bm/8A/yR/4Q/mczJorOvRcaMaTbm8AyR4Q.png,France,PANERAI,Luminor Base Logo,Available,EUR,4776.599999999999,5700.0,6154.290000000001,910613.19
€,Luminor,https://www.panerai.com/fr/fr/collections/watch-collection/luminor/pam01087-luminor-base-logo.html,PAM01087,5700,2025,https://www.panerai.com/content/dam/rcq/pan/ly/Km/5Y/vf/ZE/Cs/Sd/0o/pV/X4/nA/lyKm5YvfZECsSd0opVX4nA.png,France,PANERAI,Luminor Base Logo,Available,EUR,4776.599999999999,5700.0,6154.290000000001,910613.19
€,Luminor,https://www.panerai.com/fr/fr/collections/watch-collection/luminor/pam01086-luminor-base-logo.html,PAM01086,5700,2025,https://www.panerai.com/content/dam/rcq/pan/eO/-Y/kP/44/So/Ki/ps/Ho/yr/yZ/ow/eO-YkP44SoKipsHoyryZow.png,France,PANERAI,Luminor Base Logo,Available,EUR,4776.599999999999,5700.0,6154.290000000001,910613.19
€,Luminor,https://www.panerai.com/fr/fr/collections/watch-collection/luminor/pam01084-luminor-logo.html,PAM01084,6200,2025,https://www.panerai.com/content/dam/rcq/pan/20/83/65/0/2083650.png,France,PANERAI,Luminor Logo,Available,EUR,5195.599999999999,6200.0,6694.14,990491.5399999999
€,Luminor,https://www.panerai.com/fr/fr/collections/watch-collection/luminor/pam01085-luminor-logo.html,PAM01085,6200,2025,https://www.panerai.com/content/dam/rcq/pan/20/61/23/0/2061230.png,France,PANERAI,Luminor Logo ,Available,EUR,5195.599999999999,6200.0,6694.14,990491.5399999999
€,Luminor,https://www.panerai.com/fr/fr/collections/watch-collection/luminor/pam01624-luminor-logo.html,PAM01624,6200,2025,https://www.panerai.com/content/dam/rcq/pan/RP/Oi/dq/A6/SZ/yy/aM/v3/sX/4-/9w/RPOidqA6SZyyaMv3sX4-9w.png,France,PANERAI,Luminor Logo,Available,EUR,5195.599999999999,6200.0,6694.14,990491.5399999999
€,Luminor,https://www.panerai.com/fr/fr/collections/watch-collection/luminor/pam01628-luminor-tre-giorni.html,PAM01628,10700,2025,https://www.panerai.com/content/dam/rcq/pan/Hk/Ga/VG/Yo/Tk/KS/Jy/rN/sE/Nq/_Q/HkGaVGYoTkKSJyrNsENq_Q.png,France,PANERAI,Luminor Tre Giorni,Available,EUR,8966.6,10700.0,11552.79,1709396.69
€,Luminor,https://www.panerai.com/fr/fr/collections/watch-collection/luminor/pam00914-luminor-8-giorni.html,PAM00914,7200,2025,https://www.panerai.com/content/dam/rcq/pan/19/76/97/9/1976979.png,France,PANERAI,Luminor 8 Giorni,Available,EUR,6033.599999999999,7200.0,7773.840000000001,1150248.24
€,Luminor,https://www.panerai.com/fr/fr/collections/watch-collection/luminor/pam00915-luminor-8-giorni.html,PAM00915,7700,2025,https://www.panerai.com/content/dam/rcq/pan/19/76/97/7/1976977.png,France,PANERAI,Luminor 8 Giorni,Available,EUR,6452.599999999999,7700.0,8313.69,1230126.5899999999
€,Luminor,https://www.panerai.com/fr/fr/collections/watch-collection/luminor/pam01655-luminor-destro-otto-giorni.html,PAM01655,8200,2025,https://www.panerai.com/content/dam/rcq/pan/O8/G5/Gh/c9/Rx/-F/WM/TF/KB/r1/wQ/O8G5Ghc9Rx-FWMTFKBr1wQ.png,France,PANERAI,Luminor Destro Otto Giorni,Available,EUR,6871.599999999999,8200.0,8853.54,1310004.94
€,Luminor,https://www.panerai.com/fr/fr/collections/watch-collection/luminor/pam00422-luminor-marina.html,PAM00422,11500,2025,https://www.panerai.com/content/dam/rcq/pan/79/27/56/792756.png,France,PANERAI,Luminor Marina,Available,EUR,9637.0,11500.0,12416.550000000001,1837202.05
€,Luminor,https://www.panerai.com/fr/fr/collections/watch-collection/luminor/pam01371-luminor-quaranta.html,PAM01371,7900,2025,https://www.panerai.com/content/dam/rcq/pan/22/37/63/3/2237633.png,France,PANERAI,Luminor Quaranta,Available,EUR,6620.2,7900.0,8529.630000000001,1262077.93
€,Luminor,https://www.panerai.com/fr/fr/collections/watch-collection/luminor/pam01370-luminor-quaranta.html,PAM01370,7900,2025,https://www.panerai.com/content/dam/rcq/pan/22/37/39/8/2237398.png,France,PANERAI,Luminor Quaranta,Available,EUR,6620.2,7900.0,8529.630000000001,1262077.93
€,Luminor,https://www.panerai.com/fr/fr/collections/watch-collection/luminor/pam01372-luminor-quaranta.html,PAM01372,7900,2025,https://www.panerai.com/content/dam/rcq/pan/22/37/63/4/2237634.png,France,PANERAI,Luminor Quaranta,Available,EUR,6620.2,7900.0,8529.630000000001,1262077.93
€,Luminor,https://www.panerai.com/fr/fr/collections/watch-collection/luminor/pam01408-luminor-quaranta-steel-dlc-luna-rossa.html,PAM01408,9400,2025,https://www.panerai.com/content/dam/rcq/pan/UQ/Ak/CS/b6/7k/6a/A4/va/FF/7t/WQ/UQAkCSb67k6aA4vaFF7tWQ.png,France,PANERAI,Luminor Quaranta Steel DLC Luna Rossa,Available,EUR,7877.2,9400.0,10149.18,1501712.98
€,Luminor,https://www.panerai.com/fr/fr/collections/watch-collection/luminor/pam01526-luminor-quaranta-carbotech.html,PAM01526,13500,2025,https://www.panerai.com/content/dam/rcq/pan/N4/Nf/LG/Uz/Qr/aO/YK/-9/th/IN/TQ/N4NfLGUzQraOYK-9thINTQ.png,France,PANERAI,Luminor Quaranta Carbotech™,Available,EUR,11313.0,13500.0,14575.95,2156715.4499999997
€,Luminor,https://www.panerai.com/fr/fr/collections/watch-collection/luminor/pam01314-luminor-marina.html,PAM01314,8900,2025,https://www.panerai.com/content/dam/rcq/pan/20/66/83/2/2066832.png,France,PANERAI,Luminor Marina,Available,EUR,7458.2,8900.0,9609.330000000002,1421834.63
€,Luminor,https://www.panerai.com/fr/fr/collections/watch-collection/luminor/pam01313-luminor-marina.html,PAM01313,8900,2025,https://www.panerai.com/content/dam/rcq/pan/20/50/94/8/2050948.png,France,PANERAI,Luminor Marina,Available,EUR,7458.2,8900.0,9609.330000000002,1421834.63
€,Luminor,https://www.panerai.com/fr/fr/collections/watch-collection/luminor/pam01312-luminor-marina.html,PAM01312,8900,2025,https://www.panerai.com/content/dam/rcq/pan/13/33/02/4/1333024.png,France,PANERAI,Luminor Marina,Available,EUR,7458.2,8900.0,9609.330000000002,1421834.63
€,Luminor,https://www.panerai.com/fr/fr/collections/watch-collection/luminor/pam01157-luminor-marina-blu-profondo.html,PAM01157,9600,2025,https://www.panerai.com/content/dam/rcq/pan/R-/Ap/va/Qh/qU/uK/cE/iQ/Og/Ny/qA/R-ApvaQhqUuKcEiQOgNyqA.png,France,PANERAI,Luminor Marina  Blu Profondo,Available,EUR,8044.799999999999,9600.0,10365.12,1533664.32
€,Luminor,https://www.panerai.com/fr/fr/collections/watch-collection/luminor/pam01356-luminor-marina-verde-smeraldo.html,PAM01356,9600,2025,https://www.panerai.com/content/dam/rcq/pan/xs/L0/lh/NQ/Q0/W5/d0/cN/sD/l9/gA/xsL0lhNQQ0W5d0cNsDl9gA.png,France,PANERAI,Luminor Marina Verde Smeraldo,Available,EUR,8044.799999999999,9600.0,10365.12,1533664.32
€,Luminor,https://www.panerai.com/fr/fr/collections/watch-collection/luminor/pam01358-luminor-marina-grigio-roccia.html,PAM01358,9600,2025,https://www.panerai.com/content/dam/rcq/pan/2r/qU/Pf/R3/7U/6K/mv/An/Xj/50/4Q/2rqUPfR37U6KmvAnXj504Q.png,France,PANERAI,Luminor Marina Grigio Roccia,Available,EUR,8044.799999999999,9600.0,10365.12,1533664.32
€,Luminor,https://www.panerai.com/fr/fr/collections/watch-collection/luminor/pam01564-luminor-marina.html,PAM01564,9700,2025,https://www.panerai.com/content/dam/rcq/pan/m0/3l/oJ/Ur/xU/WL/8v/Sx/xI/OT/pg/m03loJUrxUWL8vSxxIOTpg.png,France,PANERAI,Luminor Marina,Available,EUR,8128.599999999999,9700.0,10473.09,1549639.99
€,Luminor,https://www.panerai.com/fr/fr/collections/watch-collection/luminor/pam01316-luminor-marina.html,PAM01316,9700,2025,https://www.panerai.com/content/dam/rcq/pan/20/67/63/6/2067636.png,France,PANERAI,Luminor Marina,Available,EUR,8128.599999999999,9700.0,10473.09,1549639.99
€,Luminor,https://www.panerai.com/fr/fr/collections/watch-collection/luminor/pam01562-luminor-marina.html,PAM01562,9700,2025,https://www.panerai.com/content/dam/rcq/pan/ir/1O/R1/R_/r0/mp/KS/la/o1/Xf/zw/ir1OR1R_r0mpKSlao1Xfzw.png,France,PANERAI,Luminor Marina,Available,EUR,8128.599999999999,9700.0,10473.09,1549639.99
€,Luminor,https://www.panerai.com/fr/fr/collections/watch-collection/luminor/pam01412-luminor-marina-navy-seals.html,PAM01412,10000,2025,https://www.panerai.com/content/dam/rcq/pan/qP/1R/cN/9g/ak/yg/8r/VG/Fa/UT/Iw/qP1RcN9gakyg8rVGFaUTIw.png,France,PANERAI,Luminor Marina Navy SEALs,Out of Stock,EUR,8380.0,10000.0,10797.000000000002,1597567.0
€,Luminor,https://www.panerai.com/fr/fr/collections/watch-collection/luminor/pam02661-luminor-marina-carbotech.html,PAM02661,15100,2025,https://www.panerai.com/content/dam/rcq/pan/EO/eS/-u/5M/rE/m5/DR/uq/SJ/ji/7g/EOeS-u5MrEm5DRuqSJji7g.png,France,PANERAI,Luminor Marina Carbotech™,Available,EUR,12653.8,15100.0,16303.470000000001,2412326.17
€,Luminor,https://www.panerai.com/fr/fr/collections/watch-collection/luminor/pam02662-luminor-marina-tuttogrigio.html,PAM02662,16600,2025,https://www.panerai.com/content/dam/rcq/pan/yy/cr/9q/UF/8E/i4/Xp/AT/OQ/_Q/Qw/yycr9qUF8Ei4XpATOQ_QQw.png,France,PANERAI,Luminor Marina TuttoGrigio,Out of Stock,EUR,13910.8,16600.0,17923.02,2651961.2199999997
€,Luminor,https://www.panerai.com/fr/fr/collections/watch-collection/luminor/pam01112-luminor-marina-goldtech.html,PAM01112,27300,2025,https://www.panerai.com/content/dam/rcq/pan/20/35/33/2/2035332.png,France,PANERAI,Luminor Marina Goldtech™ ,Available,EUR,22877.399999999998,27300.0,29475.81,4361357.91
€,Luminor,https://www.panerai.com/fr/fr/collections/watch-collection/luminor/pam01365-luminor-quaranta-bitempo.html,PAM01365,9300,2025,https://www.panerai.com/content/dam/rcq/pan/uG/0I/iH/F2/xE/iG/8V/Vk/z4/Lv/Ig/uG0IiHF2xEiG8VVkz4LvIg.png,France,PANERAI,Luminor Quaranta BiTempo,Available,EUR,7793.4,9300.0,10041.210000000001,1485737.31
€,Luminor,https://www.panerai.com/fr/fr/collections/watch-collection/luminor/pam01367-luminor-quaranta-bitempo.html,PAM01367,9300,2025,https://www.panerai.com/content/dam/rcq/pan/CT/n-/6W/SU/ok/CC/Wq/YS/6M/km/gQ/CTn-6WSUokCCWqYS6MkmgQ.png,France,PANERAI,Luminor Quaranta BiTempo,Available,EUR,7793.4,9300.0,10041.210000000001,1485737.31
€,Luminor,https://www.panerai.com/fr/fr/collections/watch-collection/luminor/pam01404-luminor-quaranta-bitempo-luna-rossa.html,PAM01404,9800,2025,https://www.panerai.com/content/dam/rcq/pan/i7/zz/dP/TF/Kk/6Y/YC/D8/K6/wz/xQ/i7zzdPTFKk6YYCD8K6wzxQ.png,France,PANERAI,Luminor Quaranta BiTempo Luna Rossa,Available,EUR,8212.4,9800.0,10581.060000000001,1565615.66
€,Luminor,https://www.panerai.com/fr/fr/collections/watch-collection/luminor/pam01640-luminor-quaranta-bitempo.html,PAM01640,10000,2025,https://www.panerai.com/content/dam/rcq/pan/8G/1V/mN/s5/Tj/2E/r0/-R/p2/Tt/0A/8G1VmNs5Tj2Er0-Rp2Tt0A.png,France,PANERAI,Luminor Quaranta BiTempo,Available,EUR,8380.0,10000.0,10797.000000000002,1597567.0
€,Luminor,https://www.panerai.com/fr/fr/collections/watch-collection/luminor/pam01641-luminor-quaranta-bitempo-goldtech.html,PAM01641,25900,2025,https://www.panerai.com/content/dam/rcq/pan/c1/qc/KI/QE/RB/uk/hB/wg/mT/GE/4g/c1qcKIQERBukhBwgmTGE4g.png,France,PANERAI,Luminor Quaranta BiTempo Goldtech™,Available,EUR,21704.2,25900.0,27964.230000000003,4137698.53
€,Luminor,https://www.panerai.com/fr/fr/collections/watch-collection/luminor/pam01360-luminor-bitempo-power-reserve.html,PAM01360,10800,2025,https://www.panerai.com/content/dam/rcq/pan/OJ/1e/ma/oI/EU/ex/4m/Es/3I/a1/ow/OJ1emaoIEUex4mEs3Ia1ow.png,France,PANERAI,Luminor BiTempo Power Reserve,Available,EUR,9050.4,10800.0,11660.76,1725372.3599999999
€,Luminor,https://www.panerai.com/fr/fr/collections/watch-collection/luminor/pam01361-luminor-bitempo-power-reserve.html,PAM01361,10800,2025,https://www.panerai.com/content/dam/rcq/pan/aM/zj/RO/N0/6k/Sl/Pw/jL/Cm/ro/kg/aMzjRON06kSlPwjLCmrokg.png,France,PANERAI,Luminor BiTempo Power Reserve,Available,EUR,9050.4,10800.0,11660.76,1725372.3599999999
€,Luminor,https://www.panerai.com/fr/fr/collections/watch-collection/luminor/pam01441-luminor-gmt.html,PAM01441,15200,2025,https://www.panerai.com/content/dam/rcq/pan/17/12/33/1/1712331.png,France,PANERAI,Luminor GMT,Available,EUR,12737.6,15200.0,16411.440000000002,2428301.84
€,Luminor,https://www.panerai.com/fr/fr/collections/watch-collection/luminor/pam01674-luminor-gmt-power-reserve-ceramica.html,PAM01674,19500,2025,https://www.panerai.com/content/dam/rcq/pan/MC/aC/kK/6t/TR/SO/eX/tG/o5/BN/Hg/MCaCkK6tTRSOeXtGo5BNHg.png,France,PANERAI,Luminor GMT Power Reserve Ceramica,Out of Stock,EUR,16341.0,19500.0,21054.15,3115255.65
€,Luminor,https://www.panerai.com/fr/fr/collections/watch-collection/luminor/pam01218-luminor-chrono.html,PAM01218,10200,2025,https://www.panerai.com/content/dam/rcq/pan/21/48/54/1/2148541.png,France,PANERAI,Luminor Chrono,Available,EUR,8547.6,10200.0,11012.94,1629518.3399999999
€,Luminor,https://www.panerai.com/fr/fr/collections/watch-collection/luminor/pam01109-luminor-chrono.html,PAM01109,10200,2025,https://www.panerai.com/content/dam/rcq/pan/21/48/44/8/2148448.png,France,PANERAI,Luminor Chrono,Available,EUR,8547.6,10200.0,11012.94,1629518.3399999999
€,Luminor,https://www.panerai.com/fr/fr/collections/watch-collection/luminor/pam01110-luminor-chrono.html,PAM01110,11000,2025,https://www.panerai.com/content/dam/rcq/pan/21/48/47/5/2148475.png,France,PANERAI,Luminor Chrono,Available,EUR,9218.0,11000.0,11876.7,1757323.7
€,Luminor,https://www.panerai.com/fr/fr/collections/watch-collection/luminor/pam01548-luminor-chrono.html,PAM01548,11000,2025,https://www.panerai.com/content/dam/rcq/pan/KN/yQ/HT/7X/8E/mk/Jn/fc/ZC/aV/Ig/KNyQHT7X8EmkJnfcZCaVIg.png,France,PANERAI,Luminor Chrono,Available,EUR,9218.0,11000.0,11876.7,1757323.7
€,Luminor,https://www.panerai.com/fr/fr/collections/watch-collection/luminor/pam01219-luminor-chrono-carbotech.html,PAM01219,16900,2025,https://www.panerai.com/content/dam/rcq/pan/cd/oK/fQ/Qt/SU/et/Rb/ak/AV/Fk/TA/cdoKfQQtSUetRbakAVFkTA.png,France,PANERAI,Luminor Chrono Carbotech™,Available,EUR,14162.199999999999,16900.0,18246.93,2699888.23
€,Luminor,https://www.panerai.com/fr/fr/collections/watch-collection/luminor/pam01111-luminor-chrono-goldtech.html,PAM01111,30000,2025,https://www.panerai.com/content/dam/rcq/pan/21/48/50/1/2148501.png,France,PANERAI,Luminor Chrono Goldtech™,Available,EUR,25140.0,30000.0,32391.000000000004,4792701.0
€,Luminor,https://www.panerai.com/fr/fr/collections/watch-collection/luminor/pam01409-luminor-chrono-navy-seals.html,PAM01409,11200,2025,https://www.panerai.com/content/dam/rcq/pan/gE/0n/MZ/Ma/9k/Op/N-/8F/mc/nf/DQ/gE0nMZMa9kOpN-8FmcnfDQ.png,France,PANERAI,Luminor Chrono Navy SEALs,Out of Stock,EUR,9385.6,11200.0,12092.640000000001,1789275.04
€,Luminor,https://www.panerai.com/fr/fr/collections/watch-collection/luminor/pam01419-luminor-chrono-carbotech-navy-seals.html,PAM01419,18200,2025,https://www.panerai.com/content/dam/rcq/pan/Sm/IC/8D/Fv/HU/qL/NG/kj/Mg/F8/8g/SmIC8DFvHUqLNGkjMgF88g.png,France,PANERAI,Luminor Chrono Carbotech™ Navy SEALs,Available,EUR,15251.599999999999,18200.0,19650.54,2907571.94
€,Luminor,https://www.panerai.com/fr/fr/collections/watch-collection/luminor/pam01482-luminor-dieci-giorni-gmt.html,PAM01482,15500,2025,https://www.panerai.com/content/dam/rcq/pan/MT/BC/lK/ZB/Tv/GJ/d8/UV/Nx/2S/Bw/MTBClKZBTvGJd8UVNx2SBw.png,France,PANERAI,Luminor Dieci Giorni GMT,Out of Stock,EUR,12989.0,15500.0,16735.350000000002,2476228.85
€,Luminor,https://www.panerai.com/fr/fr/collections/watch-collection/luminor/pam01483-luminor-dieci-giorni-gmt-ceramica.html,PAM01483,19900,2025,https://www.panerai.com/content/dam/rcq/pan/DZ/dw/-j/Qb/SQ/6U/2X/HX/LA/S_/dg/DZdw-jQbSQ6U2XHXLAS_dg.png,France,PANERAI,Luminor Dieci Giorni GMT Ceramica,Out of Stock,EUR,16676.2,19900.0,21486.030000000002,3179158.33
€,Luminor,https://www.panerai.com/fr/fr/collections/watch-collection/luminor/pam00742-luminor-perpetual-calendar-gmt-goldtech.html,PAM00742,52000,2025,https://www.panerai.com/content/dam/rcq/pan/21/48/57/9/2148579.png,France,PANERAI,Luminor Perpetual Calendar GMT Goldtech™ ,Available,EUR,43576.0,52000.0,56144.40000000001,8307348.399999999
€,Luminor,https://www.panerai.com/fr/fr/collections/watch-collection/luminor/pam00715-luminor-perpetual-calendar-gmt-platinumtech.html,PAM00715,72000,2025,https://www.panerai.com/content/dam/rcq/pan/21/64/65/8/2164658.png,France,PANERAI,Luminor Perpetual Calendar GMT Platinumtech™,Available,EUR,60336.0,72000.0,77738.40000000001,11502482.4
€,Luminor,https://www.panerai.com/fr/fr/collections/watch-collection/luminor/pam01688-luminor-perpetual-calendar-goldtech.html,PAM01688,53000,2025,https://www.panerai.com/content/dam/rcq/pan/jn/Ma/k1/Ej/TF/Od/9e/BI/Oo/Jx/ww/jnMak1EjTFOd9eBIOoJxww.png,France,PANERAI,Luminor Perpetual Calendar Goldtech™,Out of Stock,EUR,44414.0,53000.0,57224.100000000006,8467105.1
€,Luminor,https://www.panerai.com/fr/fr/collections/watch-collection/luminor/pam00670-luminor-equation-of-time-gmt-titanio.html,PAM00670,24500,2025,https://www.panerai.com/content/dam/rcq/pan/14/08/20/0/1408200.png,France,PANERAI,Luminor Equation of Time GMT Titanio,Available,EUR,20531.0,24500.0,26452.65,3914039.15
€,Luminor,https://www.panerai.com/fr/fr/collections/watch-collection/luminor/pam01060-luminor-tourbillon-gmt.html,PAM01060,189000,2025,https://www.panerai.com/content/dam/rcq/pan/21/64/94/7/2164947.png,France,PANERAI,Luminor Tourbillon GMT,Out of Stock,EUR,158382.0,189000.0,204063.30000000002,30194016.3
€,Submersible,https://www.panerai.com/fr/fr/collections/watch-collection/submersible/pam01565-submersible-luna-rossa.html,PAM01565,11500,2025,https://www.panerai.com/content/dam/rcq/pan/eF/U8/Cs/i-/Rm/iU/J8/g-/RV/zu/FQ/eFU8Csi-RmiUJ8g-RVzuFQ.png,France,PANERAI,Submersible Luna Rossa,Available,EUR,9637.0,11500.0,12416.550000000001,1837202.05
€,Submersible,https://www.panerai.com/fr/fr/collections/watch-collection/submersible/pam01579-submersible-luna-rossa.html,PAM01579,11200,2025,https://www.panerai.com/content/dam/rcq/pan/s3/TK/qr/fW/Qd/S3/Ae/7p/RH/lM/0A/s3TKqrfWQdS3Ae7pRHlM0A.png,France,PANERAI,Submersible Luna Rossa,Available,EUR,9385.6,11200.0,12092.640000000001,1789275.04
€,Submersible,https://www.panerai.com/fr/fr/collections/watch-collection/submersible/pam01507-submersible-gmt-luna-rossa-titanio.html,PAM01507,12500,2025,https://www.panerai.com/content/dam/rcq/pan/ix/02/wr/hb/T0/Kj/JT/tX/DQ/H-/VQ/ix02wrhbT0KjJTtXDQH-VQ.png,France,PANERAI,Submersible GMT Luna Rossa Titanio,Available,EUR,10475.0,12500.0,13496.250000000002,1996958.75
€,Submersible,https://www.panerai.com/fr/fr/collections/watch-collection/submersible/pam01563-submersible-luna-rossa-carbotech.html,PAM01563,18400,2025,https://www.panerai.com/content/dam/rcq/pan/nL/cF/Gj/Cp/SW/WO/2g/bX/qa/wF/qw/nLcFGjCpSWWO2gbXqawFqw.png,France,PANERAI,Submersible Luna Rossa Carbotech™,Out of Stock,EUR,15419.199999999999,18400.0,19866.480000000003,2939523.28
€,Submersible,https://www.panerai.com/fr/fr/collections/watch-collection/submersible/pam01543-submersible-quarantaquattro-luna-rossa-ti-ceramitech.html,PAM01543,16900,2025,https://www.panerai.com/content/dam/rcq/pan/8W/58/Pm/8p/Sm/Cb/bP/rt/oR/9j/Yg/8W58Pm8pSmCbbPrtoR9jYg.png,France,PANERAI,Submersible QuarantaQuattro Luna Rossa Ti-Ceramitech™,Available,EUR,14162.199999999999,16900.0,18246.93,2699888.23
